Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,105.11000061035156,105.62000274658203,104.5,105.56999969482422,97.93053436279297,4236200
2018-01-03,105.87999725341797,108.51000213623047,105.5999984741211,108.43000030517578,100.58358001708984,6918900
2018-01-04,108.4800033569336,109.20999908447266,108.05000305175781,108.29000091552734,100.45368957519531,5460400
2018-01-05,108.69999694824219,109.2300033569336,108.29000091552734,109.12000274658203,101.22362518310547,5254900
2018-01-08,108.55000305175781,110.37000274658203,108.41000366210938,109.63999938964844,101.70601654052734,4549400
2018-01-09,109.62000274658203,110.9800033569336,109.08000183105469,110.38999938964844,102.4017333984375,4747800
2018-01-10,109.8499984741211,109.98999786376953,108.20999908447266,109.69999694824219,101.76166534423828,5737400
2018-01-11,110.05000305175781,110.76000213623047,109.43000030517578,110.66999816894531,102.6614761352539,3903700
2018-01-12,110.73999786376953,113.0,110.58000183105469,112.72000122070312,104.56314086914062,4577800
2018-01-16,113.55000305175781,113.91000366210938,111.94000244140625,112.91999816894531,104.74864196777344,9251500
2018-01-17,113.94999694824219,119.43000030517578,113.51000213623047,119.16000366210938,110.537109375,6916700
2018-01-18,119.0,119.9800033569336,116.0,116.41000366210938,107.9861068725586,7970300
2018-01-19,117.01000213623047,117.55999755859375,115.70999908447266,116.83000183105469,108.3757095336914,6367300
2018-01-22,117.91999816894531,119.4800033569336,117.45999908447266,119.44000244140625,110.79684448242188,7217400
2018-01-23,120.0199966430664,120.75,118.9000015258789,119.88999938964844,111.21427917480469,8087100
2018-01-24,111.13999938964844,114.0,108.68000030517578,109.69999694824219,101.76166534423828,19223900
2018-01-25,110.86000061035156,111.70999908447266,109.08000183105469,110.1500015258789,102.17910766601562,8564800
2018-01-26,110.93000030517578,114.0,109.54000091552734,113.69000244140625,105.46292877197266,7801600
2018-01-29,112.47000122070312,113.4000015258789,111.25,112.6500015258789,104.4981918334961,6389300
2018-01-30,111.19999694824219,111.47000122070312,109.30000305175781,109.88999938964844,102.5020751953125,6492900
2018-01-31,110.9800033569336,110.98999786376953,108.30000305175781,109.66999816894531,102.29684448242188,7362500
2018-02-01,108.75,110.75,108.56999969482422,110.08000183105469,102.67928314208984,5828200
2018-02-02,109.0199966430664,110.2300033569336,107.5199966430664,107.66000366210938,100.4219970703125,7474400
2018-02-05,107.0199966430664,109.12000274658203,103.37999725341797,104.20999908447266,97.20394134521484,8460400
2018-02-06,102.62000274658203,106.66000366210938,102.25,105.87000274658203,98.7523422241211,9266900
2018-02-07,104.5999984741211,105.68000030517578,101.91000366210938,101.9800033569336,95.12385559082031,10009100
2018-02-08,102.02999877929688,102.61000061035156,97.5999984741211,97.66000366210938,91.09429931640625,11506600
2018-02-09,99.5199966430664,101.30000305175781,96.98999786376953,100.48999786376953,93.7340316772461,11599300
2018-02-12,101.55000305175781,102.55000305175781,100.43000030517578,101.94000244140625,95.08654022216797,6673700
2018-02-13,101.11000061035156,101.7300033569336,100.12000274658203,100.9800033569336,94.19109344482422,5061400
2018-02-14,99.8499984741211,102.95999908447266,99.8499984741211,102.68000030517578,95.77680969238281,7413500
2018-02-15,103.81999969482422,104.58000183105469,101.54000091552734,104.56999969482422,97.53974151611328,5264800
2018-02-16,104.27999877929688,105.54000091552734,103.87999725341797,104.47000122070312,97.44644927978516,4910400
2018-02-20,103.98999786376953,106.86000061035156,103.91000366210938,105.29000091552734,98.2113265991211,4970500
2018-02-21,105.7699966430664,106.18000030517578,103.58999633789062,103.66000366210938,96.6908950805664,6536500
2018-02-22,104.0,105.08000183105469,103.41000366210938,103.93000030517578,96.94275665283203,4036500
2018-02-23,105.01000213623047,107.05999755859375,104.73999786376953,107.04000091552734,99.84366607666016,4936900
2018-02-26,107.27999877929688,109.73999786376953,107.27999877929688,109.62999725341797,102.25953674316406,5496100
2018-02-27,109.37999725341797,110.29000091552734,108.33999633789062,108.33999633789062,101.0562744140625,5311900
2018-02-28,109.04000091552734,110.22000122070312,108.31999969482422,108.3499984741211,101.06559753417969,7333000
2018-03-01,108.93000030517578,108.93000030517578,105.72000122070312,106.52999877929688,99.3679428100586,8626600
2018-03-02,104.79000091552734,108.4800033569336,104.66000366210938,108.22000122070312,100.94432830810547,6476300
2018-03-05,107.4800033569336,109.33000183105469,106.5199966430664,109.01000213623047,101.68122863769531,4417200
2018-03-06,109.97000122070312,110.18000030517578,108.94000244140625,109.69000244140625,102.31552124023438,4109600
2018-03-07,108.04000091552734,109.45999908447266,107.12999725341797,108.55999755859375,101.26148223876953,4637600
2018-03-08,109.18000030517578,109.48999786376953,108.2699966430664,109.48999786376953,102.12895965576172,3573500
2018-03-09,110.0,111.61000061035156,109.33000183105469,111.52999877929688,104.03180694580078,5535900
2018-03-12,112.04000091552734,113.0,111.45999908447266,111.62999725341797,104.12507629394531,4270800
